194,257,7
186,283,9
194,255,11
169,319,10
181,250,14
313,256,14
308,321,11
281,276,13
204,240,15
220,259,14
196,314,13
301,323,13
282,241,16
189,248,17
165,254,18
195,299,15
353,297,17
339,351,15
363,306,18
191,245,20
201,337,16
167,325,16
220,284,18
372,301,19
325,260,22
366,323,19
171,355,17
308,316,19
375,291,22
360,289,23
346,313,21
291,245,23
159,307,21
236,272,21
158,361,18
143,354,20
189,281,22
228,276,23
193,253,25
134,307,25
148,310,24
385,288,26
282,326,23
122,289,27
161,303,26
167,361,23
237,290,25
329,315,26
270,293,27
280,306,26
381,285,29
141,275,29
225,285,27
208,299,28
342,251,32
288,315,27
318,334,28
186,264,31
197,251,32
313,311,29
378,329,29
316,238,34
329,212,37
290,202,39
179,371,28
145,369,28
150,243,35
328,371,31
204,338,31
175,222,38
403,268,36
297,364,32
384,311,34
390,285,36
319,267,37
347,385,34
127,315,35
228,304,34
141,349,34
181,214,41
309,197,42
306,263,37
375,268,39
406,274,38
111,348,35
114,321,36
397,248,41
105,284,39
118,267,40
189,220,42
225,323,37
181,244,41
335,316,38
358,328,39
340,389,38
363,241,43
286,200,45
202,351,37
214,308,39
123,234,43
191,361,38
332,227,45
364,389,39
319,364,39
368,377,40
366,228,45
176,332,40
214,334,40
154,285,43
181,225,46
393,316,42
289,348,41
324,396,41
338,202,48
195,409,41
223,320,41
169,198,48
175,252,46
148,353,43
302,228,49
347,363,43
378,380,42
308,320,45
362,307,45
140,219,48
169,210,48
112,363,44
138,338,45
390,236,48
300,346,45
330,365,45
389,266,48
365,238,50
319,193,52
123,380,44
188,229,50
196,401,45
181,408,45
224,341,46
130,209,50
181,195,51
343,391,46
291,194,53
333,383,47
343,359,48
105,273,50
152,210,51
397,349,48
366,219,52
315,228,55
374,266,51
365,284,51
411,305,50
203,419,48
209,410,48
136,200,53
181,393,49
303,366,50
396,288,52
126,237,54
97,282,53
131,240,54
188,204,56
372,198,56
324,407,52
97,274,55
146,403,51
197,413,51
402,277,56
398,233,57
308,364,55
383,399,54
123,205,58
328,242,59
372,343,56
359,199,59
147,269,58
153,275,59
336,227,61
342,186,61
302,399,58
224,330,59
117,240,60
137,193,61
148,399,57
397,260,61
338,176,64
363,356,60
307,343,60
103,255,61
142,271,61
167,222,62
222,336,60
127,301,62
128,234,62
144,375,59
343,215,64
306,373,62
202,391,61
141,378,60
185,398,61
180,212,64
95,290,63
208,349,62
382,302,62
354,385,62
358,250,64
334,183,67
209,349,63
106,365,61
87,275,65
186,257,65
126,297,65
183,344,64
128,365,62
404,337,63
403,230,66
366,188,67
355,425,66
379,402,66
310,402,66
206,380,65
159,336,64
98,304,66
177,230,67
105,274,67
360,205,69
312,372,68
390,384,69
170,204,71
361,341,69
370,216,73
299,360,71
357,394,71
378,391,71
147,227,71
172,185,72
111,330,67
219,355,72
161,243,72
382,310,70
352,341,72
302,376,73
403,290,69
381,359,73
140,230,74
120,333,72
135,242,75
404,210,76
418,265,72
383,279,72
108,368,73
345,371,77
396,291,74
357,418,80
95,320,74
209,380,80
117,391,77
203,376,80
383,263,75
299,352,81
106,309,76
181,405,80
121,223,79
156,195,79
163,365,79
122,321,77
392,364,81
356,383,83
214,335,84
403,339,80
372,392,83
309,369,84
356,402,86
411,259,79
193,395,84
169,183,82
203,397,86
115,372,82
154,263,80
364,360,84
337,386,86
322,367,87
170,401,84
120,275,80
151,192,84
104,297,81
116,301,82
146,368,84
225,333,88
377,336,84
190,390,90
422,254,84
363,406,94
301,337,92
383,387,92
392,393,94
130,395,90
94,304,92
409,246,90
