199,274,10
221,252,11
228,260,10
235,241,12
228,261,14
224,234,15
164,287,16
233,253,19
339,290,18
154,269,21
287,272,20
223,259,21
235,289,20
184,312,19
201,272,21
167,322,19
318,261,22
291,272,22
161,291,23
186,339,21
365,298,22
306,266,23
364,280,25
149,313,22
233,286,24
161,281,25
330,271,25
324,297,23
314,262,26
190,244,28
213,327,24
181,294,25
173,324,24
181,312,21
237,253,25
168,313,25
158,336,24
154,334,24
126,310,25
330,274,27
304,305,25
382,281,28
183,266,29
201,318,26
128,295,27
160,278,29
310,268,27
330,324,25
313,276,28
359,330,26
201,252,30
323,319,27
389,293,31
223,314,29
180,314,29
130,340,28
161,328,30
111,271,32
349,293,31
369,316,30
210,331,31
216,208,36
132,257,34
116,304,32
114,299,32
205,219,37
391,298,33
336,349,28
335,308,32
397,273,36
345,346,29
131,254,36
175,345,32
164,263,37
358,347,31
343,361,30
129,292,36
171,233,39
130,336,33
213,340,33
209,323,34
364,305,35
337,347,32
376,318,34
138,342,35
198,232,40
379,247,40
368,251,40
396,280,39
187,363,35
165,330,36
155,217,41
200,335,36
349,345,34
360,367,34
305,336,36
353,266,41
148,292,40
183,372,37
179,323,39
387,319,39
362,353,35
159,239,44
125,245,43
399,288,43
364,349,38
375,353,38
320,335,39
144,282,43
179,227,45
220,187,46
186,339,41
154,359,40
110,325,40
112,268,44
106,254,44
354,353,38
363,223,48
391,250,47
407,297,43
162,218,47
119,312,42
102,323,42
347,348,40
393,239,49
342,336,42
155,346,43
188,215,48
194,192,49
109,349,44
157,351,44
171,328,45
382,233,49
372,283,47
384,358,42
319,360,42
404,248,49
399,292,48
338,195,53
113,328,46
131,324,46
121,347,46
101,258,50
140,279,50
391,229,50
354,365,44
305,363,45
374,276,50
143,326,48
90,272,51
136,237,52
98,257,52
115,240,52
129,248,52
209,334,48
367,242,52
394,243,52
295,360,46
393,333,46
317,350,48
393,296,50
404,240,53
105,280,52
139,384,48
129,317,50
165,314,51
164,270,54
182,200,54
304,360,48
331,368,48
384,274,52
400,335,48
361,255,54
399,270,53
141,363,51
131,347,51
111,314,51
133,278,54
164,326,52
151,331,52
81,280,54
343,337,49
353,320,49
381,323,49
412,251,55
350,322,50
399,214,57
197,331,53
101,266,56
141,302,54
164,388,53
100,247,57
309,355,50
296,355,50
353,380,50
414,297,53
385,252,56
121,330,54
91,323,54
169,371,54
157,234,58
138,360,54
138,257,58
377,332,52
419,294,56
394,321,52
400,232,58
101,289,57
162,321,56
186,260,59
122,289,58
353,364,53
352,313,54
395,273,58
140,329,58
117,304,58
161,238,61
151,198,59
121,341,58
409,335,54
398,227,61
365,322,56
136,301,60
202,292,63
389,341,56
379,334,56
385,257,61
396,204,63
399,246,61
324,355,57
112,375,59
94,344,60
163,197,62
90,286,62
132,376,60
339,373,58
343,362,58
392,199,65
377,344,58
108,293,63
203,299,65
88,334,62
141,381,61
112,209,65
109,383,62
136,282,64
147,297,64
191,366,64
416,326,59
344,396,60
309,371,60
317,346,60
101,276,64
161,270,67
97,287,65
297,353,63
386,327,61
126,257,66
163,311,67
203,315,69
90,283,66
174,175,67
387,288,62
402,305,62
86,260,67
106,322,67
165,382,68
152,239,69
130,368,68
86,356,68
414,223,70
98,267,69
135,374,69
368,313,66
351,377,67
97,237,70
86,327,70
154,366,71
112,371,70
128,382,70
82,309,71
382,382,67
180,338,75
91,256,73
404,278,69
339,381,71
378,283,70
299,366,71
80,270,74
326,393,73
131,385,75
106,352,75
365,361,72
363,387,73
82,324,76
180,367,79
409,325,72
367,376,75
141,395,79
148,388,79
