322,337,10
321,324,10
168,356,14
345,323,12
314,300,12
334,327,13
297,334,13
323,305,14
173,302,15
185,340,15
188,326,16
177,312,16
341,299,16
346,308,15
329,322,15
318,324,16
301,326,16
177,334,17
317,317,17
361,326,18
314,343,17
328,265,19
154,365,21
144,305,19
176,315,19
164,292,20
311,348,19
362,307,20
346,317,20
323,250,20
343,366,18
134,302,21
163,356,22
154,323,22
369,346,20
342,313,21
328,295,21
351,289,22
180,319,22
147,303,23
146,311,24
141,335,24
164,340,24
181,377,24
352,249,24
333,328,22
322,256,23
389,318,24
318,231,24
354,280,24
172,366,25
150,306,24
164,327,25
331,298,25
344,301,25
205,353,26
141,330,27
132,335,28
165,288,26
350,310,26
351,261,27
382,356,25
352,296,27
337,326,27
167,346,29
156,314,28
159,344,29
164,268,28
351,306,28
375,339,26
307,374,27
172,290,29
173,265,29
168,357,32
115,340,32
158,237,30
157,306,31
168,241,31
179,352,33
159,265,32
327,232,32
360,243,32
395,320,32
349,349,32
167,262,33
146,376,34
138,333,34
136,289,33
140,331,35
327,380,31
404,331,33
394,308,34
368,260,35
159,227,34
128,265,34
120,320,36
172,397,36
322,377,34
333,212,36
338,382,33
399,274,37
378,381,32
164,305,37
104,323,38
201,381,36
161,279,37
201,342,38
132,331,39
179,301,38
167,346,39
163,203,37
139,344,41
164,294,39
194,381,39
397,277,39
370,246,39
342,186,39
400,332,38
360,244,40
372,311,40
135,395,40
177,340,40
137,288,40
138,231,39
175,384,40
147,285,41
171,223,40
342,375,39
325,203,41
362,390,38
387,373,38
334,186,41
390,312,41
194,194,39
142,310,42
206,382,42
171,209,42
386,362,39
395,358,39
402,362,39
356,405,38
325,184,42
319,171,41
356,374,41
399,266,42
163,183,42
180,242,43
190,361,44
122,315,45
143,253,44
349,270,44
407,301,44
319,386,42
386,311,46
365,277,46
383,234,45
338,175,45
137,312,46
189,248,45
169,396,45
92,294,46
164,317,46
361,243,46
385,370,43
365,384,44
332,170,46
111,279,47
185,181,44
152,378,46
140,275,48
398,353,44
405,342,44
363,379,46
323,396,45
383,212,47
326,366,48
380,243,48
365,216,48
208,390,54
160,308,52
170,225,47
121,322,52
89,312,53
145,332,54
180,235,48
327,367,48
382,304,51
383,262,50
338,167,49
378,192,49
156,288,51
205,170,47
124,240,49
128,387,63
100,326,56
330,414,48
374,298,51
396,271,51
354,390,53
151,357,63
108,267,52
357,409,54
182,263,53
155,279,56
111,290,56
227,346,64
122,372,66
413,280,54
157,290,58
167,405,69
119,352,66
131,334,66
163,328,65
129,267,56
352,371,63
405,288,56
408,241,54
380,382,64
393,216,52
392,324,56
402,344,57
199,346,67
116,391,69
166,237,56
180,345,68
163,408,71
119,209,54
403,342,57
366,364,65
425,271,60
328,409,69
346,395,68
373,341,65
204,346,69
220,341,69
134,323,68
180,174,53
120,396,72
131,308,68
402,262,60
391,263,60
415,345,66
346,313,67
336,402,69
321,348,69
314,368,69
440,308,64
429,315,64
416,360,69
349,378,68
143,235,60
143,190,55
154,160,55
212,350,71
214,322,70
141,305,70
149,194,62
81,305,71
221,331,72
225,316,72
374,309,67
370,409,72
395,354,71
435,219,65
166,193,64
154,296,71
113,368,74
112,306,72
168,365,74
189,178,64
105,198,68
99,193,68
111,347,74
315,349,72
437,278,69
412,284,69
354,303,71
363,303,71
199,383,76
180,334,76
185,200,70
362,404,80
328,345,79
351,397,78
345,403,77
348,386,77
320,370,77
421,181,74
204,318,78
371,277,72
341,406,73
408,387,76
417,380,76
370,398,76
319,390,76
205,344,78
189,388,80
209,323,80
154,412,83
327,354,80
